,avg_tripduration,total_trips,unique_start_stations,unique_end_stations,usertype_Customer,usertype_Subscriber
2013-06-01,2507.8601238248107,8722,328,327,3583,5139
2013-06-02,2066.265919479056,15971,332,332,10736,5235
2013-06-03,1938.5909449855226,7598,325,324,2985,4613
2013-06-04,3116.571980737549,15782,329,330,6954,8828
2013-06-05,2468.71695347355,15690,331,331,7071,8619
2013-06-06,1748.5698872785829,12420,331,331,5492,6928
2013-06-07,1196.7096247960849,1226,278,291,335,891
2013-06-08,1689.7724773699117,18007,330,333,11492,6515
2013-06-09,1906.856422934297,21034,328,330,14852,6182
2013-06-10,2063.9343084423917,3897,315,314,1282,2615
2013-06-11,1483.4921403620197,12596,325,330,4398,8198
2013-06-12,1468.5696338195892,16795,328,329,6941,9854
2013-06-13,1147.2727045908184,8016,327,327,2546,5470
2013-06-14,1186.6390710748226,14942,331,331,5981,8961
2013-06-15,1427.9798633727858,25178,331,332,16599,8579
2013-06-16,1376.743649276154,21966,330,332,13972,7994
2013-06-17,1070.4531257948013,19659,331,331,7988,11671
2013-06-18,975.774701253279,13724,331,332,4967,8757
2013-06-19,1186.7641868942092,24142,331,332,8768,15374
2013-06-20,1097.6347404428072,26603,331,331,9074,17529
2013-06-21,1102.5133764331893,27997,330,331,10140,17857
2013-06-22,1308.5750828182097,29281,333,333,16001,13280
2013-06-23,1356.1958311063602,28065,333,333,14564,13501
2013-06-24,997.6764669498165,24251,334,334,6637,17614
2013-06-25,947.7091673554462,27827,334,334,6682,21145
2013-06-26,946.5972066849723,29499,333,333,6697,22802
2013-06-27,1064.0143009780554,24334,332,332,4978,19356
2013-06-28,998.8716658278812,27818,333,333,6110,21708
2013-06-29,1211.687594528283,29753,334,334,12233,17520
2013-06-30,1181.2996908747841,24909,333,334,10260,14649
2013-07-01,806.2996396396396,16651,327,327,2735,13916
2013-07-02,958.1295669377886,22745,327,327,4070,18675
2013-07-03,974.3284851811196,21864,326,326,4152,17712
2013-07-04,1273.1084385917763,22326,324,326,10773,11553
2013-07-05,1082.426609284864,21842,325,323,8175,13667
2013-07-06,1159.5757072360384,20467,324,324,8964,11503
2013-07-07,1118.2994090931288,20477,326,326,7867,12610
2013-07-08,1289.5298635207032,21615,326,326,4118,17497
2013-07-09,965.9312713486731,26641,325,326,4285,22356
2013-07-10,931.9172625524639,25732,326,326,4023,21709
2013-07-11,1009.7180652823852,24417,325,325,3688,20729
2013-07-12,938.1076502157214,19006,324,325,2758,16248
2013-07-13,1116.9396607833378,26119,325,325,7879,18240
2013-07-14,1161.7602690613583,29287,327,328,9863,19424
2013-07-15,919.0969396843493,28069,329,329,4288,23781
2013-07-16,907.7130554252396,29842,329,329,3960,25882
2013-07-17,880.1669721767594,30550,328,328,4127,26423
2013-07-18,862.8295403373861,28869,328,328,3578,25291
2013-07-19,880.2631717498401,26591,329,329,3751,22840
2013-07-20,1076.8692934567607,25278,327,328,7572,17706
2013-07-21,1122.4739413143216,30297,327,329,9732,20565
2013-07-22,882.0113553254552,25979,328,328,3557,22422
2013-07-23,944.2324870274277,32376,328,328,3991,28385
2013-07-24,935.5321652348955,35271,329,329,4716,30555
2013-07-25,896.2243919701455,31084,328,327,3656,27428
2013-07-26,940.0754329067006,34534,329,329,5490,29044
2013-07-27,1134.8639051432092,32470,328,329,10973,21497
2013-07-28,1052.6143865917986,23508,329,329,6879,16629
2013-07-29,941.4870972361449,34915,329,329,5237,29678
2013-07-30,949.6907912358707,37334,328,328,5095,32239
2013-07-31,923.5528300367677,37261,328,328,4964,32297
2013-08-01,802.6285132585163,20138,328,328,1590,18548
2013-08-02,965.4297887796156,35792,328,328,5768,30024
2013-08-03,1109.528808395396,29540,328,328,9037,20503
2013-08-04,1183.197600204238,35253,327,328,12243,23010
2013-08-05,967.1062105721122,36776,328,328,6107,30669
2013-08-06,969.552304917511,37702,328,328,5367,32335
2013-08-07,881.2136876380974,34396,327,327,4222,30174
2013-08-08,859.1932242825918,28366,328,328,3228,25138
2013-08-09,908.2915532274184,29017,327,327,3712,25305
2013-08-10,1226.5943926238542,37201,326,326,13648,23553
2013-08-11,1165.835420447671,33060,326,327,11241,21819
2013-08-12,918.3048288139365,31457,325,325,4456,27001
2013-08-13,938.9898382136649,22437,327,327,2386,20051
2013-08-14,933.3079423328965,38150,328,328,4950,33200
2013-08-15,917.9025036109774,37386,329,329,4914,32472
2013-08-16,983.3429468478231,35991,328,329,5485,30506
2013-08-17,1206.2547673327076,37285,327,327,13547,23738
2013-08-18,1016.6207808199333,27612,329,329,7671,19941
2013-08-19,893.5369034322456,33127,329,329,4553,28574
2013-08-20,898.4825488937868,35843,327,327,4416,31427
2013-08-21,905.6935976869063,36315,329,329,4109,32206
2013-08-22,864.3148071651208,26629,327,329,2378,24251
2013-08-23,944.636898188222,33503,328,328,4979,28524
2013-08-24,1084.780304180201,32941,326,327,9837,23104
2013-08-25,1143.7922216973705,31755,328,328,9587,22168
2013-08-26,928.4972480736516,29979,328,328,3523,26456
2013-08-27,904.0684635173059,34208,329,329,3659,30549
2013-08-28,849.5433386553132,28185,330,330,2528,25657
2013-08-29,858.7881338594184,34215,327,327,3962,30253
2013-08-30,926.6491738350145,32318,328,328,4806,27512
2013-08-31,1035.1648297703946,25381,626,631,8147,17234
2013-09-01,1102.4934812760055,25235,327,327,9212,16023
2013-09-02,1011.5311449383638,21416,328,329,5696,15720
2013-09-03,866.267193236864,32411,330,329,3323,29088
2013-09-04,904.2964291537584,36798,330,330,3889,32909
2013-09-05,875.8939009071877,35825,329,329,4107,31718
2013-09-06,888.5964090554254,35868,330,330,4334,31534
2013-09-07,1042.5490862604956,34419,329,329,8873,25546
2013-09-08,1024.9176105554886,33196,330,330,8056,25140
2013-09-09,915.7487992315082,35394,330,330,3538,31856
2013-09-10,868.8886724035287,36954,330,330,3309,33645
2013-09-11,841.7477940355188,35812,330,330,3344,32468
2013-09-12,820.7186100089594,31252,330,330,2591,28661
2013-09-13,879.3540724911646,36501,330,330,3669,32832
2013-09-14,1001.4423070838739,31607,327,327,7804,23803
2013-09-15,1036.1202293664223,31914,328,329,7602,24312
2013-09-16,828.2508390066162,31287,329,329,2620,28667
2013-09-17,832.9801217250476,38283,329,329,3143,35140
2013-09-18,835.9636430697896,37957,329,329,3248,34709
2013-09-19,846.8673724489796,39200,330,330,3656,35544
2013-09-20,888.6868112335585,39382,330,330,4328,35054
2013-09-21,1022.7544146295481,31826,330,330,7377,24449
2013-09-22,990.0563209893138,29758,329,328,6491,23267
2013-09-23,832.2981622667273,35152,329,329,3184,31968
2013-09-24,827.0807715334357,38417,329,329,3287,35130
2013-09-25,839.665253904717,38223,329,329,3100,35123
2013-09-26,827.1484982586609,38189,329,328,3049,35140
2013-09-27,853.8114241419865,37412,329,328,3669,33743
2013-09-28,1021.4924851850792,34931,328,327,8087,26844
2013-09-29,991.411266568483,32592,328,328,7240,25352
2013-09-30,776.2260750858856,37148,632,630,3343,33805
2013-10-01,822.3746395563771,40575,328,329,3232,37343
2013-10-02,834.8251214266728,41383,330,329,3396,37987
2013-10-03,823.4785445916551,40456,330,329,3475,36981
2013-10-04,880.3836049259858,40195,330,329,4004,36191
2013-10-05,1005.5484040841403,34181,330,329,7594,26587
2013-10-06,881.1305411304282,26574,328,328,4333,22241
2013-10-07,759.1004157339303,25016,330,330,1429,23587
2013-10-08,826.7807376515053,38365,329,329,2867,35498
2013-10-09,770.473342530228,36969,330,330,2297,34672
2013-10-10,744.0447852170287,31171,329,329,1691,29480
2013-10-11,800.5540366339899,33357,327,328,2256,31101
2013-10-12,1012.6184182148689,32457,325,325,6629,25828
2013-10-13,957.0528926193118,28832,328,328,5821,23011
2013-10-14,834.5184444848264,33018,328,328,3605,29413
2013-10-15,808.8956679277455,37534,328,328,2632,34902
2013-10-16,800.2411476253691,36911,326,326,2464,34447
2013-10-17,803.2388581652569,36888,325,325,2406,34482
2013-10-18,832.7323854991869,38122,325,325,3404,34718
2013-10-19,936.8339650737782,29548,324,324,5390,24158
2013-10-20,954.5116899097621,29256,325,325,5610,23646
2013-10-21,827.4159431052211,35012,325,325,2808,32204
2013-10-22,754.9195057515549,36338,325,324,2310,34028
2013-10-23,721.3578248107524,32365,325,325,1375,30990
2013-10-24,726.9165297200087,32251,325,325,1482,30769
2013-10-25,750.675748087414,30979,325,325,1786,29193
2013-10-26,874.4675403964345,24569,325,325,3248,21321
2013-10-27,879.610181514709,23965,324,324,3485,20480
2013-10-28,767.0742904311385,31498,325,325,1777,29721
2013-10-29,754.5223858263004,33414,325,325,1651,31763
2013-10-30,734.990740096528,35069,641,645,1471,33598
2013-10-31,775.6823241317899,31444,327,327,1518,29926
2013-11-01,817.989303580832,30384,328,328,2181,28203
2013-11-02,995.2794312062683,31013,329,329,6071,24942
2013-11-03,795.8316184248486,20798,329,329,2457,18341
2013-11-04,742.0557807088645,27142,329,329,1576,25566
2013-11-05,732.8466008319309,31493,328,329,1637,29856
2013-11-06,780.3418997300868,34826,329,329,1950,32876
2013-11-07,712.1901318091683,25719,328,328,725,24994
2013-11-08,756.5478282088824,28686,328,328,1355,27331
2013-11-09,864.505153216159,21734,327,327,2589,19145
2013-11-10,834.8372564935065,19712,327,327,2443,17269
2013-11-11,759.1942113940282,27295,327,326,1462,25833
2013-11-12,664.9088582183186,19925,327,328,479,19446
2013-11-13,667.5089916641983,23633,328,328,523,23110
2013-11-14,781.6696375739645,27040,328,329,738,26302
2013-11-15,763.1862242263605,29051,329,329,1436,27615
2013-11-16,918.7025085337779,25194,327,328,3991,21203
2013-11-17,808.0755765490414,17995,327,328,2003,15992
2013-11-18,793.1502531438837,30615,328,328,1447,29168
2013-11-19,688.671481197797,27417,328,328,778,26639
2013-11-20,684.8091806778756,26229,328,328,685,25544
2013-11-21,706.3337159154146,28752,328,328,939,27813
2013-11-22,725.6630776485382,25448,328,328,909,24539
2013-11-23,858.3893977679511,18996,327,327,1867,17129
2013-11-24,665.8606260647359,9392,325,325,382,9010
2013-11-25,661.051579828416,19116,327,328,377,18739
2013-11-26,782.4594306287086,14999,329,327,307,14692
2013-11-27,661.5346038114343,7976,326,329,156,7820
2013-11-28,834.3176402767102,5204,319,320,557,4647
2013-11-29,789.263454132517,10127,327,326,909,9218
2013-11-30,820.7982358308831,9863,327,328,1044,8819
2013-12-01,813.499249587273,13326,328,329,1127,12199
2013-12-02,742.9600016276041,24576,329,329,681,23895
2013-12-03,730.1221610586563,27431,329,329,672,26759
2013-12-04,736.1961771694032,28199,328,329,780,27419
2013-12-05,743.0274195938936,26988,329,329,859,26129
2013-12-06,697.3160394932936,10736,327,328,233,10503
2013-12-07,733.8290768735928,15545,327,325,1052,14493
2013-12-08,730.3489593657087,10090,327,327,460,9630
2013-12-09,643.1247976254722,14824,328,328,277,14547
2013-12-10,693.2340077821011,12850,329,327,175,12675
2013-12-11,717.6591175530215,18766,329,329,287,18479
2013-12-12,687.6819449285465,17214,329,329,231,16983
2013-12-13,723.4006037567084,17888,328,327,394,17494
2013-12-14,723.3215347203459,3701,315,317,106,3595
2013-12-15,913.5687483248458,7462,326,327,174,7288
2013-12-16,673.3408944865698,15562,329,327,233,15329
2013-12-17,733.4367289838484,7863,325,325,81,7782
2013-12-18,689.1535111230233,14924,328,327,237,14687
2013-12-19,674.5599488436534,18766,328,328,360,18406
2013-12-20,845.0716940088824,22066,328,328,828,21238
2013-12-21,868.5873467112598,17940,327,326,2146,15794
2013-12-22,904.2187479253801,15063,327,328,1820,13243
2013-12-23,713.159430707303,6956,325,327,245,6711
2013-12-24,764.1620861678005,11025,327,327,482,10543
2013-12-25,825.2444785276074,3260,318,319,420,2840
2013-12-26,716.1042712281061,9763,326,326,416,9347
2013-12-27,746.1620307167235,11720,326,325,775,10945
2013-12-28,975.365662951256,12022,326,326,2114,9908
2013-12-29,729.4108609271523,3775,319,321,279,3496
2013-12-30,740.9065780530171,13241,324,324,879,12362
2013-12-31,794.3539907904835,10424,321,317,558,9866
2014-01-01,922.6466413599604,6059,321,320,652,5407
2014-01-02,778.8196511627907,8600,324,321,181,8419
2014-01-03,803.3321678321678,1144,289,288,21,1123
2014-01-04,1223.8948516579408,2292,306,308,29,2263
2014-01-05,824.2382374906647,2678,306,307,35,2643
2014-01-06,768.3044164037855,9510,322,323,101,9409
2014-01-07,726.1013243976385,6267,320,316,28,6239
2014-01-08,614.0076789963227,9246,321,324,57,9189
2014-01-09,651.8938145873896,13354,325,324,163,13191
2014-01-10,671.6457804407434,9847,327,326,128,9719
2014-01-11,742.1734892787524,7695,324,326,194,7501
2014-01-12,724.1840990811027,12515,325,326,776,11739
2014-01-13,706.7718703048514,20633,327,327,588,20045
2014-01-14,666.962096209621,9999,327,324,157,9842
2014-01-15,702.2943596856218,21630,326,327,585,21045
2014-01-16,683.30416478725,19953,329,329,468,19485
2014-01-17,732.6838579380326,20301,329,329,782,19519
2014-01-18,845.0459843187116,9438,326,326,478,8960
2014-01-19,816.3493575542756,9028,327,326,452,8576
2014-01-20,786.1986275826062,13407,328,327,516,12891
2014-01-21,857.7970557308097,3804,312,311,25,3779
2014-01-22,994.6030191758466,2451,292,306,28,2423
2014-01-23,924.119305856833,5071,314,311,34,5037
2014-01-24,782.0608808290156,6176,314,312,45,6131
2014-01-25,688.0140617796219,4338,313,312,73,4265
2014-01-26,717.7291164658634,4980,320,317,88,4892
2014-01-27,632.1067154508728,13119,325,323,118,13001
2014-01-28,853.1194059603309,10033,322,322,47,9986
2014-01-29,670.2678375411635,10021,322,322,55,9966
2014-01-30,671.5171903273565,12158,324,322,113,12045
2014-01-31,702.3487340476353,14653,324,324,237,14416
2014-02-01,820.2773471145564,12771,323,322,744,12027
2014-02-02,824.2935002895194,13816,324,324,979,12837
2014-02-03,797.5426923076923,2600,303,304,22,2578
2014-02-04,752.5397864278333,8709,323,323,85,8624
2014-02-05,925.340859431901,2746,307,307,26,2720
2014-02-06,1040.8160088938298,7196,317,319,73,7123
2014-02-07,1048.9463213655092,8495,318,318,68,8427
2014-02-08,1042.6622118275977,5986,318,319,116,5870
2014-02-09,1027.3250600480385,4996,315,315,94,4902
2014-02-10,864.233859187847,6846,321,317,42,6804
2014-02-11,987.0831835071317,8343,319,317,44,8299
2014-02-12,844.8851981351982,8580,319,319,46,8534
2014-02-13,4866.6050228310505,876,260,266,3,873
2014-02-14,1734.371016902189,3609,304,304,34,3575
2014-02-15,1101.0283060592658,2261,294,290,48,2213
2014-02-16,1280.8078588078588,3003,302,308,87,2916
2014-02-17,967.1005356407087,4854,315,312,101,4753
2014-02-18,877.7618677042801,5140,316,316,50,5090
2014-02-19,849.4802492358335,8506,321,321,77,8429
2014-02-20,814.3861940298508,11792,323,324,191,11601
2014-02-21,705.2773041474654,8680,324,324,129,8551
2014-02-22,988.2821987120515,13044,325,326,1408,11636
2014-02-23,934.8919993995797,13324,326,326,1441,11883
2014-02-24,755.2346386008358,12922,327,327,226,12696
2014-02-25,686.0753702260328,12830,327,327,197,12633
2014-02-26,664.3567214873078,11188,327,326,120,11068
2014-02-27,630.758308408109,12036,326,326,142,11894
2014-02-28,665.4254719933243,9587,328,327,124,9463
2014-03-01,712.4779395783526,9202,326,327,588,8614
2014-03-02,672.9690054911531,8195,327,327,437,7758
2014-03-03,687.4178775298391,7708,327,328,125,7583
2014-03-04,619.9810540488555,10398,328,329,127,10271
2014-03-05,631.1399898558076,13801,329,330,219,13582
2014-03-06,611.6727472011273,12773,330,329,175,12598
2014-03-07,662.7902134696332,13304,330,327,252,13052
2014-03-08,951.9765749235474,16350,329,330,2369,13981
2014-03-09,762.3204208122655,12262,329,328,1201,11061
2014-03-10,673.3975973536069,17231,330,330,544,16687
2014-03-11,776.8970684841518,24356,330,330,1375,22981
2014-03-12,658.2951460168201,15101,330,330,481,14620
2014-03-13,639.1429091902723,10979,329,330,211,10768
2014-03-14,655.1580465059207,16299,329,330,602,15697
2014-03-15,886.6868664487897,18053,330,330,2635,15418
2014-03-16,736.7917977870267,9851,328,329,723,9128
2014-03-17,637.2728145245142,12503,330,327,319,12184
2014-03-18,680.753102703999,16679,330,330,541,16138
2014-03-19,651.8494865452365,13341,329,330,282,13059
2014-03-20,718.0021325209444,19695,330,330,741,18954
2014-03-21,733.223477169611,20718,331,331,972,19746
2014-03-22,963.4683601609657,19880,328,330,3379,16501
2014-03-23,736.8683134582624,11740,329,329,1273,10467
2014-03-24,629.1935578761583,13598,331,331,349,13249
2014-03-25,625.49547920434,16037,331,329,372,15665
2014-03-26,611.8888965517241,14500,331,331,245,14255
2014-03-27,684.811892475699,16666,330,330,427,16239
2014-03-28,734.6648575305292,18425,331,331,609,17816
2014-03-29,663.9939732142857,4480,323,325,247,4233
2014-03-30,765.2701403819401,7907,327,326,464,7443
2014-03-31,709.7847234416155,17085,330,330,598,16487
2014-04-01,771.203321064079,23908,328,328,1136,22772
2014-04-02,720.1275149900067,22515,326,327,643,21872
2014-04-03,773.5001329736712,26321,326,326,1359,24962
2014-04-04,641.0732930128919,12566,325,324,328,12238
2014-04-05,897.1064057893326,18655,324,323,2487,16168
2014-04-06,995.6835180722892,20750,325,324,3600,17150
2014-04-07,679.4299243714655,14677,325,323,603,14074
2014-04-08,728.9930085907513,21884,326,326,794,21090
2014-04-09,770.8603839441536,26931,326,326,1173,25758
2014-04-10,763.7241015184065,27463,325,325,1401,26062
2014-04-11,828.6100828420032,26798,325,325,1471,25327
2014-04-12,1058.1992400767301,27108,327,327,5628,21480
2014-04-13,1102.718655799933,26871,327,327,5537,21334
2014-04-14,890.3089275804662,28832,327,327,2799,26033
2014-04-15,633.2862301625012,10523,324,323,367,10156
2014-04-16,713.3972213922916,20082,325,325,987,19095
2014-04-17,746.0352751099542,22282,325,325,1338,20944
2014-04-18,745.8550312951372,20770,325,325,1745,19025
2014-04-19,1106.2218802577045,24369,326,326,6003,18366
2014-04-20,1002.8280437608319,18464,325,323,4209,14255
2014-04-21,833.7109202182569,27124,326,326,2415,24709
2014-04-22,762.3582303092556,27259,326,326,1798,25461
2014-04-23,744.538387324205,26949,326,326,1373,25576
2014-04-24,780.923435443128,28107,325,325,1727,26380
2014-04-25,811.7509581288729,27919,326,326,2101,25818
2014-04-26,969.6149052716216,19899,325,325,3462,16437
2014-04-27,949.1983033841102,21926,325,324,3861,18065
2014-04-28,806.564380011906,28557,325,324,2027,26530
2014-04-29,660.5199956531189,18404,325,324,626,17778
2014-04-30,569.7237530519707,2867,310,311,49,2818
2014-05-01,858.5590389358046,26762,325,325,1692,25070
2014-05-02,840.6085801649319,32377,324,323,3050,29327
2014-05-03,1085.3514764126896,25501,322,323,5354,20147
2014-05-04,926.1758236593505,21277,323,322,3798,17479
2014-05-05,863.80764659271,30288,323,321,2562,27726
2014-05-06,857.9608475785685,32233,325,323,2340,29893
2014-05-07,797.3240678790828,32882,325,324,2592,30290
2014-05-08,733.3344684715364,17619,325,323,1057,16562
2014-05-09,737.2321452232675,22641,325,323,1632,21009
2014-05-10,921.8898864052767,21832,324,323,3707,18125
2014-05-11,1126.3809927275295,28326,323,322,6609,21717
2014-05-12,863.3991277967388,31644,325,324,2681,28963
2014-05-13,805.366273936737,32847,324,322,2297,30550
2014-05-14,776.8651977100253,30044,324,323,1793,28251
2014-05-15,778.682925893234,26057,323,322,1506,24551
2014-05-16,699.3701641925326,17784,322,321,812,16972
2014-05-17,1062.0774939823482,29912,321,318,6780,23132
2014-05-18,1023.4077124945327,27436,321,318,6274,21162
2014-05-19,804.7151331566325,31692,322,321,2772,28920
2014-05-20,843.2164647004246,35567,322,321,3049,32518
2014-05-21,803.2863742010459,34420,324,322,2701,31719
2014-05-22,732.739514978602,24535,324,322,1572,22963
2014-05-23,774.2673991177912,24484,324,322,2148,22336
2014-05-24,957.4346350756042,16798,321,320,3744,13054
2014-05-25,1203.1796622069664,25637,323,319,8924,16713
2014-05-26,1171.6910880059413,26930,323,321,8287,18643
2014-05-27,865.2045785766335,32936,323,320,3497,29439
2014-05-28,748.4029976423038,29690,321,319,1976,27714
2014-05-29,799.4835787423648,33889,323,322,2900,30989
2014-05-30,848.5097982121539,34343,325,322,3377,30966
2014-05-31,999.838898103411,27734,323,321,6068,21666
2014-06-01,1080.9304886222194,31333,325,322,7291,24042
2014-06-02,881.1060285639793,34519,325,322,3395,31124
2014-06-03,802.1736551303345,29501,323,322,2253,27248
2014-06-04,830.5813186203837,36068,325,323,2920,33148
2014-06-05,813.0295300377757,24619,325,323,1988,22631
2014-06-06,871.5268697473422,37719,324,323,4344,33375
2014-06-07,1072.1080951160109,31204,324,322,7321,23883
2014-06-08,1084.0663417545256,30162,322,322,6898,23264
2014-06-09,775.9747461178873,18611,323,322,1425,17186
2014-06-10,800.9343801405713,33435,324,323,2396,31039
2014-06-11,805.0886473746235,30548,325,324,2088,28460
2014-06-12,755.0069797826984,29084,325,324,1867,27217
2014-06-13,761.0915993008521,18308,325,323,1328,16980
2014-06-14,1005.3796319104762,28417,325,324,5964,22453
2014-06-15,1039.0537664717074,28382,325,323,6276,22106
2014-06-16,856.1025993358525,34932,325,324,3308,31624
2014-06-17,845.7826025016383,35097,326,324,2801,32296
2014-06-18,813.555120880358,35531,326,325,2768,32763
2014-06-19,819.6771844660194,31724,326,324,2323,29401
2014-06-20,1002.2596715593663,34405,327,325,3624,30781
2014-06-21,1033.8099577390385,30288,327,323,7190,23098
2014-06-22,994.9653941598395,29417,326,320,6805,22612
2014-06-23,836.9184468999387,32580,326,323,3017,29563
2014-06-24,824.2048917736859,35897,327,324,2719,33178
2014-06-25,788.1668316831683,34340,327,323,2641,31699
2014-06-26,814.1293979222867,34846,327,325,2977,31869
2014-06-27,881.1950143762388,35823,327,327,4189,31634
2014-06-28,1014.2848423194304,28507,327,324,6573,21934
2014-06-29,1038.3310941184877,27986,325,323,6354,21632
2014-06-30,827.9268982349614,33597,327,326,3162,30435
2014-07-01,793.8080851552189,34854,327,325,2682,32172
2014-07-02,756.5521405462343,26582,327,326,2093,24489
2014-07-03,797.2466379091601,27587,326,324,2439,25148
2014-07-04,929.1644872171613,13612,323,322,2782,10830
2014-07-05,1096.4898092785754,22913,325,321,7342,15571
2014-07-06,1213.1834858534128,23822,323,322,6576,17246
2014-07-07,841.549759909613,31863,324,322,2883,28980
2014-07-08,798.6781401889157,32713,325,324,2220,30493
2014-07-09,799.8414570382851,34426,324,323,2636,31790
2014-07-10,822.6404320987655,36288,325,325,3015,33273
2014-07-11,841.8396,35000,324,324,3733,31267
2014-07-12,1002.2766209346055,28718,325,324,6670,22048
2014-07-13,915.5503236961679,24869,324,323,4902,19967
2014-07-14,757.0854211035818,25825,325,325,2227,23598
2014-07-15,733.1228498018552,22963,325,325,1413,21550
2014-07-16,813.2447514904919,35391,325,325,2677,32714
2014-07-17,823.1461715735778,38619,326,326,3242,35377
2014-07-18,867.4354798504362,36105,326,326,3863,32242
2014-07-19,997.0939537741968,29291,324,324,7584,21707
2014-07-20,1023.4054660681278,30296,324,323,7512,22784
2014-07-21,820.6869077656294,35670,325,325,3412,32258
2014-07-22,817.6666485929621,36886,323,322,3003,33883
2014-07-23,786.5684019547596,34173,323,323,2590,31583
2014-07-24,824.5480609380536,36693,323,322,3070,33623
2014-07-25,849.4666062005277,36384,323,323,3981,32403
2014-07-26,987.0830420545274,27179,323,323,6553,20626
2014-07-27,971.8539475633239,27004,322,321,5776,21228
2014-07-28,807.2946759468499,33189,322,322,2879,30310
2014-07-29,814.1087566051979,37092,323,322,3092,34000
2014-07-30,813.410947909142,37377,323,321,3289,34088
2014-07-31,819.8076879688646,35458,323,320,2928,32530
2014-08-01,811.6194340662706,32654,323,320,3323,29331
2014-08-02,992.6016651732377,26784,322,319,6285,20499
2014-08-03,990.3333992720367,25276,322,319,5769,19507
2014-08-04,839.1346165217906,33822,323,321,3607,30215
2014-08-05,824.8526401488718,34392,323,321,3099,31293
2014-08-06,818.2442206076619,36336,323,322,3148,33188
2014-08-07,831.1490842087894,36362,324,323,3263,33099
2014-08-08,847.2032401021337,34073,323,321,3718,30355
2014-08-09,1106.26220128967,31636,323,321,9636,22000
2014-08-10,1032.8851919697934,26749,322,319,6339,20410
2014-08-11,826.4478077471483,33664,324,323,3673,29991
2014-08-12,721.6691291268421,26261,324,324,2057,24204
2014-08-13,793.3111484433642,27977,324,323,2091,25886
2014-08-14,861.8813790749275,35154,323,322,3287,31867
2014-08-15,833.0749692118227,32480,324,323,3503,28977
2014-08-16,1122.6350064028484,32017,323,323,9976,22041
2014-08-17,1005.0377138271875,27417,322,319,6592,20825
2014-08-18,845.6777133871109,34339,323,322,3846,30493
2014-08-19,835.5394294115983,35367,323,321,2991,32376
2014-08-20,842.9141055949567,35532,322,321,3467,32065
2014-08-21,830.5896343627973,33804,323,323,3151,30653
2014-08-22,814.5058869959877,30406,323,322,2841,27565
2014-08-23,978.6308222028832,26429,323,322,6245,20184
2014-08-24,1057.7021059906158,27493,320,320,6977,20516
2014-08-25,827.4403198346102,32892,324,322,3269,29623
2014-08-26,811.3022393464469,34519,324,322,3020,31499
2014-08-27,820.5530085110169,33721,324,322,2597,31124
2014-08-28,829.1949479765378,33927,323,321,2831,31096
2014-08-29,853.868059109519,31264,325,322,3758,27506
2014-08-30,1034.0094759575124,22689,324,322,6372,16317
2014-08-31,1022.8007533373955,18053,323,316,5143,12910
2014-09-01,1172.7379851537646,23575,324,320,5747,17828
2014-09-02,813.5350247484184,30507,325,321,2402,28105
2014-09-03,818.7790628957366,35535,325,322,2452,33083
2014-09-04,844.9502685225779,36496,325,324,2737,33759
2014-09-05,856.1169360627027,34831,325,322,3229,31602
2014-09-06,946.2894359927225,25833,324,323,4472,21361
2014-09-07,1049.2819555196663,29721,324,322,5961,23760
2014-09-08,858.192631425659,34335,325,323,2652,31683
2014-09-09,817.0252042412654,34518,325,322,2159,32359
2014-09-10,850.758691206544,37653,325,321,2835,34818
2014-09-11,802.65178932607,37081,325,320,2642,34439
2014-09-12,945.1548758198044,37204,325,320,3180,34024
2014-09-13,912.4335858439831,17293,323,317,2037,15256
2014-09-14,1046.693216675962,28688,323,318,5655,23033
2014-09-15,879.7256384648309,35045,326,323,2774,32271
2014-09-16,781.4879257207506,25633,326,322,1442,24191
2014-09-17,824.5438816650202,37453,327,323,2763,34690
2014-09-18,906.547203124582,37381,327,324,2699,34682
2014-09-19,825.5558148244173,34713,326,321,2677,32036
2014-09-20,1009.8826763520043,30011,325,320,6179,23832
2014-09-21,978.4560966257669,26080,323,319,4585,21495
2014-09-22,809.3899635969794,33239,323,319,2420,30819
2014-09-23,859.1023468236718,36347,325,324,2525,33822
2014-09-24,849.3827964262563,35481,324,322,2233,33248
2014-09-25,738.5941141141141,16650,325,320,669,15981
2014-09-26,894.9208907620458,35116,325,325,3449,31667
2014-09-27,1085.0839267379856,30193,326,325,6168,24025
2014-09-28,1097.765273422694,29021,325,321,6035,22986
2014-09-29,904.4667229576912,33161,326,322,2492,30669
2014-09-30,911.5451799504175,35093,326,322,2045,33048
2014-10-01,740.5543983966788,27942,326,324,1177,26765
2014-10-02,848.0304418415865,34492,326,323,1995,32497
2014-10-03,916.8934294871794,34944,326,324,3419,31525
2014-10-04,847.9482552044332,13354,325,319,1455,11899
2014-10-05,944.3008611869031,23456,324,322,3778,19678
2014-10-06,823.5734043223489,31742,325,322,2297,29445
2014-10-07,810.6200899914872,32892,325,322,1703,31189
2014-10-08,1001.0368970750142,33607,327,321,1957,31650
2014-10-09,820.6827935285532,32203,327,323,2146,30057
2014-10-10,889.2083724544307,30887,326,321,2334,28553
2014-10-11,857.8152718858465,12965,324,321,1472,11493
2014-10-12,1055.5250064119004,23394,323,320,5048,18346
2014-10-13,806.6090893108299,22752,324,320,2281,20471
2014-10-14,1124.835438768627,32614,326,321,2300,30314
