,avg_tripduration,total_trips,unique_start_stations,unique_end_stations,usertype_Customer,usertype_Subscriber
2018-04-08,936.264218315223,56820,1490,2158,6172,50648
2018-04-09,721.5951772803178,81018,1494,2199,3592,77426
2018-04-10,694.6340351185412,86102,1492,2182,2386,83716
2018-04-11,757.0516108417663,97224,1494,2202,4846,92378
2018-04-12,851.0753270980975,106336,1492,2218,5868,100468
2018-04-13,1575.3761972348595,127020,1488,2215,14968,112052
2018-04-14,1353.023194972592,125194,1484,2209,35472,89722
2018-04-15,754.430440796266,40880,1464,2079,3546,37334
2018-04-16,912.6134611339991,52578,1480,2156,2122,50456
2018-04-17,722.5205387303173,89378,1490,2181,3496,85882
2018-04-18,785.2228752700212,102220,1490,2200,5476,96744
2018-04-19,677.0854519388109,76596,1484,2161,2238,74358
2018-04-20,961.0576586145949,94104,1480,2192,6374,87730
2018-04-21,1429.5674323517708,127198,1480,2204,42358,84840
2018-04-22,1338.7416092740907,108568,1486,2207,27270,81298
2018-04-23,1059.2141658283629,115534,1484,2208,10840,104694
2018-04-24,901.5658635934946,117054,1488,2213,8330,108724
2018-04-25,966.5619312450541,62428,1482,2170,1848,60580
2018-04-26,1004.45676456069,132154,1488,2214,12886,119268
2018-04-27,738.3883411809451,78308,1489,2171,4342,73966
2018-04-28,1332.408671387543,113490,1486,2201,29244,84246
2018-04-29,1155.9854377627296,89674,1482,2185,19916,69758
2018-04-30,781.2326191245769,82150,1490,2183,4938,77212
2018-05-01,1049.7337895241508,144070,1498,2202,16596,127474
2018-05-02,1004.6700513557415,153546,1498,2200,17142,136404
2018-05-03,1253.9519573673604,138112,1502,2196,15374,122738
2018-05-04,1076.0858659627577,142398,1500,2196,19408,122990
2018-05-05,1472.4050811717082,126658,1490,2175,33256,93402
2018-05-06,1053.5609528873924,97986,1494,2159,20124,77862
2018-05-07,1061.5251406218283,137834,1498,2197,17160,120674
2018-05-08,1146.2184513370185,148626,1490,2195,17310,131316
2018-05-09,1091.8148320127611,156916,1492,2198,16402,140514
2018-05-10,976.7689795233628,134910,1490,2194,13712,121198
2018-05-11,1143.9450741045757,150532,1490,2189,22722,127810
2018-05-12,979.3774887414238,69070,1474,2111,11658,57412
2018-05-13,1082.8811290925498,51972,1480,2088,6826,45146
2018-05-14,962.3397657440432,129458,1490,2190,13490,115968
2018-05-15,963.4435302682165,105652,1486,2163,10134,95518
2018-05-16,754.6946741505581,65532,1480,2100,2532,63000
2018-05-17,915.3640980266131,99578,1483,2169,7466,92112
2018-05-18,1054.7434946327214,126226,1484,2171,12844,113382
2018-05-19,926.4780611000668,36052,1458,2020,3202,32850
2018-05-20,1418.722041986913,113898,1474,2145,26338,87560
2018-05-21,1392.9292314133152,142440,1490,2178,19050,123390
2018-05-22,835.8431144955936,97016,1484,2148,5848,91168
2018-05-23,1173.010095681843,145310,1480,2171,14152,131158
2018-05-24,1160.8492597831864,149620,1484,2180,16992,132628
2018-05-25,1235.935878813559,138690,1482,2171,21516,117174
2018-05-26,1980.7248993774374,103194,1472,2144,32886,70308
2018-05-27,1441.6308801145517,51628,1460,2050,10350,41278
2018-05-28,1374.1757937985,98086,1476,2142,25924,72162
2018-05-29,1029.9969287738852,138180,1476,2168,14212,123968
2018-05-30,997.297182448017,144642,1474,2168,13826,130816
2018-05-31,834.8809095047491,111588,1472,2149,6736,104852
2018-06-01,1159.7215259960508,125754,1476,2164,14380,111374
2018-06-02,1457.2015728165477,120586,1466,2134,26958,93628
2018-06-03,1239.5257804336468,100090,1467,2117,20048,80042
2018-06-04,1036.6657760896585,117826,1478,2164,11234,106592
2018-06-05,1069.565183654993,143824,1474,2160,11846,131978
2018-06-06,1190.3321476188012,139604,1470,2151,11068,128536
2018-06-07,1047.569912043059,140966,1468,2163,12810,128156
2018-06-08,1385.6657751100374,145422,1472,2158,17916,127506
2018-06-09,1452.9421438354384,130500,1456,2121,32504,97996
2018-06-10,1170.9882045406434,83284,1462,2090,16432,66852
2018-06-11,1367.0448321844212,136156,1468,2160,14172,121984
2018-06-12,1186.1340883991425,152558,1468,2162,14956,137602
2018-06-13,1117.666079910278,128584,1466,2153,8924,119660
2018-06-14,1248.038132715289,151614,1476,2166,14852,136762
2018-06-15,1257.2871612121976,144844,1474,2155,18272,126572
2018-06-16,1651.8104639313624,126374,1464,2135,32434,93940
2018-06-17,1953.5459266588362,112456,1462,2117,28064,84392
2018-06-18,1293.7653852536516,127114,1474,2150,12990,114124
2018-06-19,1125.2092904998417,144340,1482,2164,12712,131628
2018-06-20,1110.0358659512585,148180,1482,2180,13496,134684
2018-06-21,969.1183270933581,140104,1482,2177,14028,126076
2018-06-22,1016.988037121759,142172,1486,2170,17214,124958
2018-06-23,1155.58895678958,102062,1474,2127,19062,83000
2018-06-24,1201.431549190436,111550,1452,2105,26860,84690
2018-06-25,1149.4389291006203,143504,1484,2180,16062,127442
2018-06-26,1214.8396474658218,161302,1490,2191,15166,146136
2018-06-27,908.748325235697,135396,1488,2169,11028,124368
2018-06-28,932.2508423870521,100866,1486,2167,8730,92136
2018-06-29,1141.6583341443368,139728,1486,2179,17036,122692
2018-06-30,1322.7750891441972,109446,1474,2142,25376,84070
2018-07-01,1170.43437847996,90532,1472,2125,20802,69730
2018-07-02,1052.6449054034267,117270,1480,2176,13302,103968
2018-07-03,982.3211762110619,109768,1482,2151,11764,98004
2018-07-04,1394.566070629596,96744,1478,2152,26166,70578
2018-07-05,1187.0850161665155,118952,1490,2181,16690,102262
2018-07-06,969.3385965712146,99014,1482,2168,11872,87142
2018-07-07,1352.4385331425883,121836,1482,2162,34618,87218
2018-07-08,1288.8398470837567,120978,1482,2156,32874,88104
2018-07-09,1064.6230262223119,140134,1488,2196,14802,125332
2018-07-10,1073.229650558843,145018,1488,2193,12742,132276
2018-07-11,1076.4868002536275,146036,1494,2207,13004,133032
2018-07-12,1011.2893415488026,149720,1492,2198,14864,134856
2018-07-13,1133.6322794282835,144242,1494,2205,17262,126980
2018-07-14,1303.0789733456456,125130,1490,2173,32488,92642
2018-07-15,1110.2078511684424,104590,1488,2157,23604,80986
2018-07-16,970.7534773285073,134146,1498,2209,14702,119444
2018-07-17,942.7348703501704,96994,1500,2164,7154,89840
2018-07-18,1097.073121825565,151416,1508,2233,14770,136646
2018-07-19,956.9089022086782,155986,1508,2230,16146,139840
2018-07-20,1071.6882539814694,149084,1508,2224,19524,129560
2018-07-21,1274.608993444906,107310,1504,2185,27338,79972
2018-07-22,1034.2141399239233,88570,1504,2154,19392,69178
2018-07-23,951.4464042299296,106154,1512,2213,10176,95978
2018-07-24,909.5634755857127,139510,1512,2221,12398,127112
2018-07-25,927.3316748017224,85980,1512,2188,6714,79266
2018-07-26,949.2580541468205,142092,1512,2219,14322,127770
2018-07-27,892.4724228581707,98442,1509,2182,11938,86504
2018-07-28,1154.4058745105042,123094,1504,2181,32208,90886
2018-07-29,1251.5198304161584,126960,1500,2197,33280,93680
2018-07-30,923.8041570767838,138994,1508,2211,17132,121862
2018-07-31,1005.4724534299667,152554,1512,2225,15710,136844
2018-08-01,935.8500822189817,128924,1510,1514,11128,117796
2018-08-02,909.8619754680439,139410,1508,1510,13604,125806
2018-08-03,947.4069530972595,123916,1512,1510,13920,109996
2018-08-04,1198.79251953125,102400,1506,1510,23726,78674
2018-08-05,1316.7524023226736,116762,1504,1504,30466,86296
2018-08-06,956.2418959453081,131354,1510,1512,15424,115930
2018-08-07,984.6832747956361,128692,1514,1516,12478,116214
2018-08-08,948.2782933983251,141146,1514,1516,13820,127326
2018-08-09,1026.788802090573,143884,1514,1516,14742,129142
2018-08-10,956.8538341068119,139198,1512,1518,19020,120178
2018-08-11,1050.5842871581938,73214,1506,1510,14096,59118
2018-08-12,1311.1316119328153,119670,1510,1512,28974,90696
2018-08-13,862.5257282321303,88502,1508,1510,6668,81834
2018-08-14,1019.7218069905474,127372,1514,1514,11886,115486
2018-08-15,981.0090546011598,146224,1512,1512,15600,130624
2018-08-16,854.0067753383355,141612,1507,1533,15980,125632
2018-08-17,876.6602487931403,126606,2171,2177,15672,110934
2018-08-18,1223.9687139914104,114556,1500,1500,31032,83524
2018-08-19,1083.4474166121647,91740,1500,1502,18512,73228
2018-08-20,1018.7469251831569,135130,1510,1512,15394,119736
2018-08-21,952.3587465418174,150368,1510,1512,16968,133400
2018-08-22,947.0397234235971,145204,1514,1512,14782,130422
2018-08-23,1009.442623394918,147656,1512,1514,17266,130390
2018-08-24,966.5688529088914,145760,1518,1518,21374,124386
2018-08-25,1293.3702867743682,129370,1512,1514,35634,93736
2018-08-26,1238.6374583695635,121906,1508,1514,32694,89212
2018-08-27,955.417704297418,135244,1516,1518,15110,120134
2018-08-28,879.7056253659415,133218,1516,1520,12504,120714
2018-08-29,894.6840499643329,131774,1520,1524,12000,119774
2018-08-30,888.2529722881094,135754,1516,1520,13232,122522
2018-08-31,867.2177980779027,117788,1516,1518,13736,104052
2018-09-01,1287.9419030613185,108646,1510,1516,31056,77590
2018-09-02,1315.32899756627,121624,1512,1514,48968,72656
2018-09-03,1267.5741299135364,110104,1510,1510,31480,78624
2018-09-04,925.1199073264556,137256,1512,1518,13644,123612
2018-09-05,964.5078105198564,149926,1514,1516,12666,137260
2018-09-06,836.019332612038,140488,1512,1516,11528,128960
2018-09-07,953.0128449223673,149164,1512,1516,14104,135060
2018-09-08,1091.1960333527777,116572,1502,1502,23468,93104
2018-09-09,975.1669674185464,39900,1488,1496,3964,35936
2018-09-10,791.5327430671567,47888,1496,1504,1834,46054
2018-09-11,897.581369484189,133072,1512,1520,9488,123584
2018-09-12,791.1318588394467,106432,1510,1516,7012,99420
2018-09-13,882.1314190010535,148076,1518,1522,11640,136436
2018-09-14,937.8198331539289,148640,1514,1522,16012,132628
2018-09-15,1161.7126984126985,142380,1512,1516,32632,109748
2018-09-16,1151.983488191468,139052,1502,1506,32872,106180
2018-09-17,842.9684429386493,142660,2263,2266,13684,128976
2018-09-18,798.6903088432041,106138,1512,1516,5212,100926
2018-09-19,910.1391473910704,148720,1514,1518,14676,134044
2018-09-20,872.000481833572,153580,1516,1516,13054,140526
2018-09-21,895.6676408572878,149868,1506,1508,14882,134986
2018-09-22,1162.0415449153768,138260,1500,1506,29856,108404
2018-09-23,945.8701818247347,110986,1500,1502,19774,91212
2018-09-24,834.2333566043005,143240,1504,1508,11428,131812
2018-09-25,743.8762047126392,50842,1498,1500,2288,48554
2018-09-26,835.0812865841103,135988,1504,1506,9856,126132
2018-09-27,853.292178667162,150716,1506,1508,13842,136874
2018-09-28,822.8771650790876,114430,1502,1504,9408,105022
2018-09-29,1087.5250046879282,138654,1506,1510,31308,107346
2018-09-30,1064.6672202678424,132466,1512,1512,30670,101796
2018-10-01,880.9580402925271,142756,1514,1516,14330,128426
2018-10-02,967.8077280809739,146220,1512,1516,12074,134146
2018-10-03,899.7919277720599,153514,1514,1520,12582,140932
2018-10-04,915.2741554269217,141314,1514,1518,12136,129178
2018-10-05,1020.121881500369,149030,1510,1512,16090,132940
2018-10-06,1100.3072708555076,114622,1508,1516,23772,90850
2018-10-07,1171.8858983890955,121050,1504,1508,29024,92026
2018-10-08,941.5395152792413,115778,1506,1508,13092,102686
2018-10-09,945.2339071805516,147426,1510,1512,11588,135838
2018-10-10,833.9133097086873,153512,1510,1518,13018,140494
2018-10-11,766.9571085362935,93060,1515,1562,5192,87868
2018-10-12,885.6147262633625,134018,1521,1649,12852,121166
2018-10-13,1028.5067399390657,108656,1517,1597,28682,79974
2018-10-14,899.0788287906856,107648,1511,1599,21264,86384
2018-10-15,774.4163869670023,116798,1519,1616,7436,109362
2018-10-16,839.5804056801621,131502,2258,2258,9062,122440
2018-10-17,826.0206570805058,133804,1510,1512,9292,124512
2018-10-18,776.7928318947801,121650,1506,1508,8162,113488
2018-10-19,855.5186284928424,127976,1508,1512,12444,115532
2018-10-20,1053.4160644154726,111526,1508,1512,21666,89860
2018-10-21,834.8856295149639,77520,1504,1504,10672,66848
2018-10-22,823.7327485072929,114222,1512,1514,7300,106922
2018-10-23,822.4858651986311,134420,1510,1512,9600,124820
2018-10-24,778.5181341421035,126612,1510,1512,8000,118612
2018-10-25,805.7166979362102,121524,1506,1510,8220,113304
2018-10-26,817.2577197551324,118268,1508,1510,9282,108986
2018-10-27,678.2641538461538,26000,1484,1486,1366,24634
2018-10-28,946.8305145137537,84196,1508,1510,11912,72284
2018-10-29,785.9416772232075,118410,1502,1502,7250,111160
2018-10-30,783.0169211018823,129306,1508,1510,7810,121496
2018-10-31,870.9732989568516,134976,1500,1504,9632,125344
2018-11-01,932.3219405534677,146350,1496,1500,13542,132808
2018-11-02,874.635645609853,125850,1472,1476,11640,114210
2018-11-03,1043.6470418826627,97224,1450,1446,16716,80508
2018-11-04,1050.4571172606013,100460,1442,1446,19006,81454
2018-11-05,762.9567266755869,65768,1496,1492,2898,62870
2018-11-06,738.9737850373059,79344,1496,1496,4206,75138
2018-11-07,894.0132476018558,134062,1494,1494,10626,123436
2018-11-08,877.0297120171404,126952,1494,1502,8954,117998
2018-11-09,773.659257429818,72882,1490,1494,4180,68702
2018-11-10,925.1814541960282,74928,1486,1492,10056,64872
2018-11-11,1049.9363370327426,72444,1486,1486,9908,62536
2018-11-12,811.40741180193,101136,1488,1492,6656,94480
2018-11-13,754.3911346835582,72778,1486,1492,2402,70376
2018-11-14,730.2534186374506,97846,1488,1490,3242,94604
2018-11-15,785.8566173498261,49476,1482,1474,1284,48192
2018-11-16,814.3997834421,68342,1482,1490,2622,65720
2018-11-17,881.1068488073491,75546,1488,1488,8340,67206
2018-11-18,892.5218484937116,68380,1482,1484,7008,61372
2018-11-19,811.1346617238183,107900,1488,1488,5684,102216
2018-11-20,768.1033667467808,102354,1490,1494,4600,97754
2018-11-21,810.9826195842725,79860,1480,1488,4112,75748
2018-11-22,1012.8430832759807,17436,1408,1410,1450,15986
2018-11-23,848.5235076266399,31862,1474,1480,2256,29606
2018-11-24,892.102240845284,39718,2146,2144,4926,34792
2018-11-25,946.1834108391097,68382,1492,1494,9638,58744
2018-11-26,777.3895693813109,57638,1496,1492,1948,55690
2018-11-27,776.3970651003028,98402,1494,1502,2858,95544
2018-11-28,755.1268515798749,95324,1496,1500,2588,92736
2018-11-29,768.6802385277624,101288,1502,1506,3740,97548
2018-11-30,757.6875013769857,90778,1502,1504,3998,86780
2018-12-01,1142.2838050105163,75122,1496,1496,8060,67062
2018-12-02,834.3521397571828,36406,1474,1482,1844,34562
2018-12-03,848.9783455308261,106306,1504,1500,4686,101620
2018-12-04,827.0908977943461,96570,1500,1504,2900,93670
2018-12-05,778.3788339560344,92072,1502,1500,2860,89212
2018-12-06,737.1290470272745,91734,1504,1508,3142,88592
2018-12-07,796.2076265310839,86540,1504,1510,3496,83044
2018-12-08,790.5347995263069,59110,1498,1502,4476,54634
2018-12-09,802.5211578019395,54448,1498,1504,3972,50476
2018-12-10,773.7663015494079,85452,1508,1512,2874,82578
2018-12-11,769.9403990559965,93220,1508,1512,2922,90298
2018-12-12,710.840653967174,94072,1514,1512,2686,91386
2018-12-13,769.7252941322787,80406,1512,1520,1830,78576
2018-12-14,839.774134419552,88380,1516,1514,4244,84136
2018-12-15,862.164336733276,71962,1508,1508,6720,65242
2018-12-16,732.3047404063205,19492,1476,1466,826,18666
2018-12-17,761.811026088513,89388,1518,1516,3258,86130
2018-12-18,714.4971325816485,82304,1514,1514,2420,79884
2018-12-19,728.920508926928,86928,1514,1514,2868,84060
2018-12-20,749.4138177486599,67160,1504,1510,2516,64644
2018-12-21,759.8824696151249,47392,1496,1504,1730,45662
2018-12-22,789.4394997563749,49256,1506,1506,4170,45086
2018-12-23,931.416458285974,43990,1504,1506,5334,38656
2018-12-24,859.7811216050371,37482,1498,1486,2638,34844
2018-12-25,1097.3551064597618,22168,1452,1444,4766,17402
2018-12-26,846.530920660171,50290,1508,1494,4808,45482
2018-12-27,907.9016159849737,61758,1510,1508,6222,55536
2018-12-28,821.6907138662864,23842,1492,1494,1402,22440
2018-12-29,1090.3370848964846,57576,1508,1512,11656,45920
2018-12-30,962.4218729007121,44658,1482,1480,6776,37882
2018-12-31,846.5732224771094,37526,2050,2036,4092,33434
2019-01-01,1175.926646024952,21962,750,749,4665,17297
2019-01-02,780.9311850146837,37797,756,755,2484,35313
2019-01-03,769.5241385929552,41676,758,760,1831,39845
2019-01-04,778.1487864851327,43922,757,758,2348,41574
2019-01-05,811.470800826067,17432,744,748,790,16642
2019-01-06,864.9095100314776,31451,755,753,3167,28284
2019-01-07,754.3221509620129,36486,757,760,1028,35458
2019-01-08,806.0498505939801,41163,754,754,1095,40068
2019-01-09,802.5679326988137,44338,756,757,1277,43061
2019-01-10,791.5353467963357,38971,752,756,910,38061
2019-01-11,827.1450693491846,32805,754,754,929,31876
2019-01-12,747.6062233894394,25131,750,753,1400,23731
2019-01-13,839.8415084388186,22752,750,750,1269,21483
2019-01-14,660.7903345724907,34970,753,755,727,34243
2019-01-15,724.7935906624348,39068,757,758,955,38113
2019-01-16,740.5820218592778,40349,758,756,832,39517
2019-01-17,745.9876784064072,38956,756,754,864,38092
2019-01-18,884.2734683144886,34227,752,754,1052,33175
2019-01-19,749.8190584470271,23748,748,750,1678,22070
2019-01-20,822.0213348305144,14249,745,745,746,13503
2019-01-21,711.5775920707414,10291,734,731,300,9991
2019-01-22,699.8389118409075,28562,749,753,651,27911
2019-01-23,733.6038618229154,41483,754,753,959,40524
2019-01-24,748.8448284447986,20081,754,753,440,19641
2019-01-25,712.8023857985727,38813,757,754,1091,37722
2019-01-26,897.7671305802722,26298,757,756,1737,24561
2019-01-27,837.4053495886213,30021,752,754,2592,27429
2019-01-28,694.7606789568346,35584,755,754,878,34706
2019-01-29,687.7784208484221,30928,754,753,658,30270
2019-01-30,713.2923395115743,25142,746,747,484,24658
2019-01-31,648.4940153507595,18631,743,741,336,18295
2019-02-01,853.4855896245297,24982,752,750,499,24483
2019-02-02,758.8377420234524,22002,750,750,1109,20893
2019-02-03,911.24278198785,31934,752,753,2799,29135
2019-02-04,885.3874633431085,46376,756,757,2295,44081
2019-02-05,930.8883144698215,54161,757,758,3117,51044
2019-02-06,750.3117174550555,39215,757,757,1521,37694
2019-02-07,719.9686870324479,43177,756,756,1400,41777
2019-02-08,808.4475777692435,36454,756,755,1547,34907
2019-02-09,831.9424784346728,23765,751,754,1467,22298
2019-02-10,903.7603083171025,24131,753,751,1620,22511
2019-02-11,781.0661559167615,38636,754,758,990,37646
2019-02-12,710.4016651949034,15854,746,745,260,15594
2019-02-13,767.2178243324461,34941,754,754,743,34198
2019-02-14,765.8360864345739,41650,752,755,1381,40269
2019-02-15,878.7484796107804,46863,756,757,2692,44171
2019-02-16,1028.452149255655,31034,754,756,3956,27078
2019-02-17,971.0059075591796,24037,754,754,2941,21096
2019-02-18,772.3401866263987,25827,751,749,1521,24306
2019-02-19,744.6809897335332,34676,756,756,1192,33484
2019-02-20,739.4505532164887,20426,751,753,459,19967
2019-02-21,787.1961821818273,39499,757,760,1857,37642
2019-02-22,784.9320237354644,41794,757,756,2187,39607
2019-02-23,849.2261769172361,31608,756,754,3034,28574
2019-02-24,812.3138183915623,24272,754,757,1799,22473
2019-02-25,701.7367605798457,34216,754,756,1016,33200
2019-02-26,700.2706311973558,37516,758,759,997,36519
2019-02-27,679.9150102810144,36475,755,756,787,35688
2019-02-28,689.3215864793449,38223,758,759,1165,37058
2019-03-01,830.3958257533159,30233,762,759,1031,29202
2019-03-02,847.5403033164824,18001,752,754,1098,16903
2019-03-03,874.2290546064805,23239,758,753,1862,21377
2019-03-04,808.5018120403927,28421,762,761,1151,27270
2019-03-05,685.9740410275764,37097,759,763,1150,35947
2019-03-06,708.0494305718321,33279,761,760,739,32540
2019-03-07,677.3163171526444,35907,765,764,904,35003
2019-03-08,714.7389744097411,40406,764,765,1558,38848
2019-03-09,1072.2828555281546,38928,762,761,5047,33881
2019-03-10,775.8887654124993,18897,747,752,1093,17804
2019-03-11,906.4313624482476,52413,764,763,3204,49209
2019-03-12,766.8840638040969,47207,761,763,1913,45294
2019-03-13,731.4354150039904,50120,762,762,2231,47889
2019-03-14,785.9131486444159,57466,763,764,3341,54125
2019-03-15,986.7834139046361,57506,755,758,4929,52577
2019-03-16,1011.838459347857,42138,759,759,6420,35718
2019-03-17,934.3065120573539,36824,759,761,5438,31386
2019-03-18,841.2143686065504,46532,761,762,2829,43703
2019-03-19,835.3465204507277,52981,761,761,3028,49953
2019-03-20,887.7363982737139,55379,760,762,3220,52159
2019-03-21,763.5524531500141,21238,756,759,605,20633
2019-03-22,892.5178072921072,35463,762,762,1716,33747
2019-03-23,1009.6788762541806,37375,757,760,4480,32895
2019-03-24,1112.4445062808077,50312,761,762,10077,40235
2019-03-25,792.5787974439074,53451,1144,1167,3229,50222
2019-03-26,780.9519615981521,55414,760,762,3150,52264
2019-03-27,825.7093238852275,54473,761,761,2905,51568
2019-03-28,823.7990910488818,58529,757,760,3659,54870
2019-03-29,955.7210953175847,59307,758,760,4681,54626
2019-03-30,1316.5987519126338,66662,758,761,15995,50667
2019-03-31,923.387461082962,32762,758,756,3975,28787
2019-04-01,885.8467825105563,51391,759,761,2831,48560
2019-04-02,778.4470643105146,57891,759,761,2699,55192
2019-04-03,980.3807336072213,67911,759,762,5061,62850
2019-04-04,914.6102174829809,66396,759,761,4784,61612
2019-04-05,808.073072346847,34459,758,761,1518,32941
2019-04-06,1352.1974176674833,66529,759,762,15663,50866
2019-04-07,1432.7495711570261,64709,756,759,15001,49708
2019-04-08,1222.1554751773049,70500,759,761,6856,63644
2019-04-09,964.3459976064861,59327,759,762,3296,56031
2019-04-10,1056.2679600433944,70977,759,760,5269,65708
2019-04-11,922.9654244240074,62414,759,760,4153,58261
2019-04-12,1015.9725162936653,57998,760,762,5401,52597
2019-04-13,1516.8854557153247,71492,760,764,17833,53659
2019-04-14,1528.2230887634685,58470,755,759,13441,45029
2019-04-15,1101.7469006001666,45654,762,764,3415,42239
2019-04-16,1067.0105660496556,63316,766,766,6100,57216
2019-04-17,1051.2658751126758,65238,1526,1526,6311,58927
2019-04-18,974.3323694257168,61555,769,771,5220,56335
2019-04-19,1086.8171653858592,64933,773,774,11188,53745
2019-04-20,1095.4482383645063,36784,771,770,7800,28984
2019-04-21,1233.7144895401523,51865,767,769,15152,36713
2019-04-22,918.7019429141445,44109,771,773,7156,36953
2019-04-23,1014.52087917915,75434,775,775,11901,63533
2019-04-24,1056.2029901058888,77723,775,773,11330,66393
2019-04-25,901.3235395669259,60821,775,778,7533,53288
2019-04-26,823.2319816785666,37115,775,776,2669,34446
2019-04-27,1112.7903391572456,56434,773,776,12948,43486
2019-04-28,937.6906553398059,41200,776,776,6200,35000
2019-04-29,833.6179736465479,60789,777,776,5836,54953
2019-04-30,825.6657835939993,62660,777,779,4868,57792
2019-05-01,809.1961180353712,60897,777,781,4378,56519
2019-05-02,959.424651751794,68701,779,778,7128,61573
2019-05-03,1071.116032369201,62405,777,779,6613,55792
2019-05-04,1397.20695071667,56023,773,775,13222,42801
2019-05-05,1044.214422660647,16169,768,763,1545,14624
2019-05-06,1021.3850873930829,69914,776,778,7964,61950
2019-05-07,1043.4341151268814,72824,774,777,7433,65391
2019-05-08,899.4510466166595,76389,773,775,7808,68581
2019-05-09,884.0682803197312,66681,774,776,5330,61351
2019-05-10,988.1637884154676,68039,776,777,7750,60289
2019-05-11,1296.6682667507307,69788,775,777,19902,49886
2019-05-12,1002.3210923664834,10729,744,743,951,9778
2019-05-13,838.1430301399354,22296,764,766,915,21381
2019-05-14,871.3623655913979,42780,774,773,2157,40623
2019-05-15,960.9208015395589,74307,776,780,7569,66738
2019-05-16,951.4645471121497,77878,777,778,9252,68626
2019-05-17,1066.1647992012424,72112,777,777,8843,63269
2019-05-18,1124.4583988534882,73143,1519,1526,20324,52819
2019-05-19,1284.355906750572,69920,772,778,19800,50120
2019-05-20,979.6376377720201,74489,777,779,9566,64923
2019-05-21,1063.5245034950917,79254,778,780,9140,70114
2019-05-22,1063.6507371321961,82007,778,779,9478,72529
2019-05-23,964.5753424657535,56575,776,780,5981,50594
2019-05-24,1202.8498470416928,74857,777,779,12540,62317
2019-05-25,1422.4737611779735,59492,776,779,20298,39194
2019-05-26,1534.436056056056,49950,774,776,18049,31901
2019-05-27,1346.2873338839252,66595,777,779,22561,44034
2019-05-28,880.8944676268677,59432,781,781,4909,54523
2019-05-29,917.055510174445,55089,781,781,5048,50041
2019-05-30,864.8718202778148,52481,777,779,4925,47556
2019-05-31,1035.752300622698,83347,780,781,13187,70160
2019-06-01,1279.2018607937816,76419,780,781,21938,54481
2019-06-02,1395.3358643644685,67298,776,780,18051,49247
2019-06-03,1116.8337838185703,77694,781,783,10115,67579
2019-06-04,942.567713898126,83299,782,783,10411,72888
2019-06-05,950.9829833132416,78805,782,782,8327,70478
2019-06-06,996.5724470229608,81356,781,782,10036,71320
2019-06-07,1273.1639903556359,82950,779,783,12993,69957
2019-06-08,1364.8212968653963,78096,777,778,23727,54369
2019-06-09,1285.2166360244416,73972,773,777,21867,52105
2019-06-10,859.3426156006915,37024,778,779,2348,34676
2019-06-11,1160.672013529442,78052,778,781,8908,69144
2019-06-12,1033.7141882834364,85042,779,780,9995,75047
2019-06-13,922.6461022461632,49195,779,780,4438,44757
2019-06-14,1051.6284845461273,80613,1558,1563,11400,69213
2019-06-15,1415.4691944410615,73899,780,781,22000,51899
2019-06-16,1269.820524827549,55523,779,782,13244,42279
2019-06-17,969.8928719150696,72530,782,784,8688,63842
2019-06-18,775.9782704247019,36402,779,781,2853,33549
2019-06-19,942.1938153720514,63674,781,783,5760,57914
2019-06-20,865.8269866168274,59926,781,783,5464,54462
2019-06-21,1050.9229820661938,65686,782,782,9251,56435
2019-06-22,1243.9703571242103,76612,783,784,22612,54000
2019-06-23,1238.0227675853123,75546,782,784,22376,53170
2019-06-24,1010.9090068476033,80028,783,786,10688,69340
2019-06-25,973.0774986719283,65885,782,785,7122,58763
2019-06-26,1087.1778610100719,83301,782,784,10406,72895
2019-06-27,992.6304963408804,81577,782,785,11038,70539
2019-06-28,1037.8650390178186,78682,778,781,12509,66173
2019-06-29,1236.637764848137,62714,1168,1191,16241,46473
2019-06-30,1270.6342299826963,63570,760,762,18038,45532
2019-07-01,1048.735703877911,78238,779,780,11715,66523
2019-07-02,986.7133242918192,78158,780,780,10180,67978
2019-07-03,1055.4009538822197,74223,781,782,10985,63238
2019-07-04,1668.0915161633025,52712,776,775,18096,34616
2019-07-05,1386.9697903717454,58723,780,781,16033,42690
2019-07-06,1326.6292708804056,50897,779,780,15996,34901
2019-07-07,1313.575067089534,61485,781,783,17788,43697
2019-07-08,976.8677936204616,68030,780,781,9023,59007
2019-07-09,999.0403665121613,83708,781,782,10392,73316
2019-07-10,927.9380187368646,84219,781,782,10458,73761
2019-07-11,1015.5488576933664,54495,779,783,5743,48752
2019-07-12,1045.321751464693,81075,780,782,12273,68802
2019-07-13,1340.370947176685,76860,777,778,22269,54591
2019-07-14,1195.582541856253,67911,776,777,18892,49019
2019-07-15,944.9083595127738,81053,1553,1552,11091,69962
2019-07-16,950.4883231444146,84569,778,779,10688,73881
2019-07-17,901.5292110627594,69169,778,779,7441,61728
2019-07-18,826.9776147510112,61067,777,781,6258,54809
2019-07-19,976.2669144882351,75054,779,780,11506,63548
2019-07-20,1120.8811096172096,50576,776,779,12628,37948
2019-07-21,1080.498236441346,48198,779,778,11256,36942
2019-07-22,879.0041622117,52376,780,781,5955,46421
2019-07-23,856.0919762213706,66278,778,780,6940,59338
2019-07-24,933.4642417050796,87644,779,779,11397,76247
2019-07-25,943.5159573852792,86449,780,783,11735,74714
2019-07-26,945.7243155849953,82881,780,781,13438,69443
